Topic,WordOrder,Word,Prob
0,1,character,0.0212754774838686
0,2,story,0.013175548054277897
0,3,plot,0.008417359553277493
0,4,scene,0.008100343868136406
0,5,much,0.008009894751012325
0,6,well,0.00681312195956707
0,7,time,0.005536285229027271
0,8,however,0.005197242833673954
0,9,good,0.0051204739138484
0,10,make,0.0050858380272984505
0,11,work,0.005049917381256819
0,12,film,0.004871095530688763
0,13,quite,0.004603034351021051
0,14,rather,0.004481778014451265
0,15,feel,0.0044712587259709835
0,16,many,0.004313410725444555
0,17,performance,0.004247520584613085
0,18,even,0.004205756820738316
0,19,would,0.0041398159228265285
0,20,audience,0.003936232067644596
1,1,comedy,0.01855846680700779
1,2,funny,0.015274913050234318
1,3,character,0.007745652459561825
1,4,love,0.007597300689667463
1,5,like,0.007380067836493254
1,6,laugh,0.006975152529776096
1,7,woman,0.005970569793134928
1,8,romantic,0.005515629891306162
1,9,get,0.005309030879288912
1,10,good,0.005014255177229643
1,11,jack,0.004855521954596043
1,12,make,0.004496395587921143
1,13,life,0.004329856485128403
1,14,hilarious,0.004298917483538389
1,15,humor,0.004267234820872545
1,16,guy,0.004235855769366026
1,17,role,0.004101541358977556
1,18,grant,0.004029948730021715
1,19,much,0.003950438927859068
1,20,play,0.003945968113839626
2,1,like,0.02279418334364891
2,2,really,0.022411808371543884
2,3,good,0.016445279121398926
2,4,think,0.01556742750108242
2,5,dont,0.0138062983751297
2,6,people,0.013481303118169308
2,7,thing,0.012784908525645733
2,8,know,0.011379924602806568
2,9,get,0.011166205629706383
2,10,see,0.010338502936065197
2,11,make,0.00926346704363823
2,12,character,0.008796405978500843
2,13,way,0.008650275878608227
2,14,would,0.008478879928588867
2,15,much,0.008006362244486809
2,16,well,0.008000771515071392
2,17,say,0.007863705046474934
2,18,didnt,0.007481088396161795
2,19,end,0.007459890563040972
2,20,story,0.0073544783517718315
3,1,godfather,0.010528436861932278
3,2,crime,0.010431778617203236
3,3,michael,0.009610844776034355
3,4,family,0.008693973533809185
3,5,gangster,0.007195110432803631
3,6,performance,0.006512049585580826
3,7,cop,0.00622012373059988
3,8,pacino,0.005827865097671747
3,9,best,0.005789132323116064
3,10,character,0.005555212497711182
3,11,murder,0.005543558858335018
3,12,penn,0.005010682623833418
3,13,role,0.005000639241188765
3,14,brando,0.004783823154866695
3,15,also,0.004648345522582531
3,16,sean,0.004600537475198507
3,17,police,0.004152366891503334
3,18,james,0.004082720261067152
3,19,tony,0.003986986353993416
3,20,actor,0.003899995004758239
4,1,horror,0.02315193973481655
4,2,hitchcock,0.009273065254092216
4,3,original,0.00883563607931137
4,4,house,0.00721324747428298
4,5,scary,0.006995862349867821
4,6,scene,0.006465212907642126
4,7,remake,0.005819207988679409
4,8,film,0.005369624588638544
4,9,thriller,0.005092016886919737
4,10,killer,0.0047308956272900105
4,11,exorcist,0.004568089265376329
4,12,psycho,0.004288882948458195
4,13,suspense,0.004063339438289404
4,14,ghost,0.0039685615338385105
4,15,good,0.003925042226910591
4,16,creepy,0.00392302218824625
4,17,also,0.0037361769936978817
4,18,murder,0.003640961367636919
4,19,time,0.003619604744017124
4,20,scare,0.003537593176588416
5,1,violence,0.021085212007164955
5,2,fight,0.018145851790905
5,3,club,0.01351909525692463
5,4,sex,0.01114621665328741
5,5,drug,0.007886866107583046
5,6,life,0.007222324144095182
5,7,people,0.0069078258238732815
5,8,pitt,0.0067906491458415985
5,9,like,0.005886407103389502
5,10,tyler,0.0054176971316337585
5,11,violent,0.005362378899008036
5,12,brad,0.005358114838600159
5,13,society,0.0052268304862082005
5,14,make,0.004846128169447184
5,15,norton,0.004820470232516527
5,16,get,0.004764292389154434
5,17,way,0.004589973017573357
5,18,scene,0.0044421120546758175
5,19,see,0.00414657685905695
5,20,men,0.00395611859858036
6,1,ring,0.019494784995913506
6,2,jackson,0.01785178668797016
6,3,lord,0.013024942018091679
6,4,trilogy,0.012844539247453213
6,5,battle,0.012782499194145203
6,6,hobbit,0.011057963594794273
6,7,peter,0.009500435553491116
6,8,two,0.00921507179737091
6,9,king,0.00858548004180193
6,10,scene,0.00816821213811636
6,11,tolkien,0.0072601004503667355
6,12,first,0.007157769054174423
6,13,character,0.007086616475135088
6,14,lotr,0.006838796194642782
6,15,tower,0.00588633818551898
6,16,story,0.005819533485919237
6,17,dwarf,0.005760588683187962
6,18,return,0.005727866664528847
6,19,book,0.0056525301188230515
6,20,epic,0.005608339328318834
7,1,story,0.012365310452878475
7,2,island,0.009764201939105988
7,3,horse,0.009272421710193157
7,4,dragon,0.00819152221083641
7,5,swedish,0.00701356865465641
7,6,girl,0.006487927865236998
7,7,chinese,0.006399210076779127
7,8,art,0.00635600695386529
7,9,love,0.0061196028254926205
7,10,martial,0.005365814547985792
7,11,lisbeth,0.005050214938819408
7,12,scene,0.004952700342983007
7,13,fight,0.004916111007332802
7,14,lee,0.004903876688331366
7,15,two,0.004707810468971729
7,16,noah,0.004500031005591154
7,17,tiger,0.00397957069799304
7,18,beautiful,0.003954434301704168
7,19,young,0.003945981618016958
7,20,year,0.0037257426884025335
8,1,role,0.008112464100122452
8,2,performance,0.006572553887963295
8,3,woman,0.0055801114067435265
8,4,best,0.005346984136849642
8,5,cast,0.00511357793584466
8,6,novel,0.004976383876055479
8,7,love,0.004929474554955959
8,8,play,0.004886129405349493
8,9,also,0.004203008487820625
8,10,version,0.00414792587980628
8,11,young,0.00411860179156065
8,12,actor,0.0038276095874607563
8,13,actress,0.0037663427647203207
8,14,year,0.0036276383325457573
8,15,played,0.003602178767323494
8,16,time,0.0035114355850964785
8,17,musical,0.0033605254720896482
8,18,oscar,0.0033582556061446667
8,19,story,0.0033365788403898478
8,20,well,0.0030306470580399036
9,1,great,0.023401984944939613
9,2,best,0.019865579903125763
9,3,time,0.01770474947988987
9,4,movie,0.013278236612677574
9,5,seen,0.013164706528186798
9,6,see,0.01239811535924673
9,7,ever,0.011552732437849045
9,8,watch,0.00963614508509636
9,9,story,0.00962693803012371
9,10,performance,0.009472276084125042
9,11,acting,0.009418943896889687
9,12,actor,0.00902399979531765
9,13,well,0.0086356857791543
9,14,love,0.008624293841421604
9,15,film,0.008043404668569565
9,16,year,0.007845824584364891
9,17,good,0.007128611207008362
9,18,made,0.007084852084517479
9,19,scene,0.0069158803671598434
9,20,amazing,0.006775474641472101
10,1,good,0.02304219827055931
10,2,effect,0.018585242331027985
10,3,special,0.014736879616975784
10,4,action,0.010743050836026669
10,5,star,0.009670182131230831
10,6,great,0.00942415650933981
10,7,cruise,0.009252054616808891
10,8,tom,0.009088126942515373
10,9,time,0.008306954987347126
10,10,sci-fi,0.007915622554719448
10,11,well,0.007753558922559023
10,12,like,0.007219446357339621
10,13,fun,0.007146057207137346
10,14,alien,0.0068291607312858105
10,15,movie,0.006149787921458483
10,16,day,0.005659518763422966
10,17,john,0.005253964569419622
10,18,war,0.005107826553285122
10,19,also,0.004963811952620745
10,20,cast,0.004940509330481291
11,1,dog,0.013933720998466015
11,2,smith,0.01237259991466999
11,3,man,0.011714477092027664
11,4,zombie,0.007543838117271662
11,5,legend,0.006963066291064024
11,6,robert,0.006787495221942663
11,7,lawyer,0.006340153981000185
11,8,price,0.005996600724756718
11,9,good,0.005571331828832626
11,10,new,0.004866378847509623
11,11,steve,0.0047615207731723785
11,12,mcqueen,0.004748048260807991
11,13,well,0.004721738863736391
11,14,neville,0.0046362075954675674
11,15,mel,0.004511264618486166
11,16,great,0.004380934406071901
11,17,also,0.004168377257883549
11,18,york,0.004018803592771292
11,19,role,0.003984450828284025
11,20,reef,0.003935996908694506
12,1,burton,0.016913756728172302
12,2,johnny,0.016462227329611778
12,3,charlie,0.012666063383221626
12,4,depp,0.012631423771381378
12,5,tim,0.0122746666893363
12,6,wonka,0.010493726469576359
12,7,factory,0.009968124330043793
12,8,chocolate,0.009825877845287323
12,9,original,0.009241648018360138
12,10,willy,0.007074859458953142
12,11,child,0.0066809216514229774
12,12,character,0.005895251873880625
12,13,wilder,0.0057828244753181934
12,14,like,0.005514794494956732
12,15,clooney,0.005255811847746372
12,16,gene,0.005212672054767609
12,17,version,0.005210251081734896
12,18,dahl,0.005135861225426197
12,19,beowulf,0.00496837729588151
12,20,get,0.004884270019829273
13,1,human,0.011125916615128517
13,2,world,0.008212605491280556
13,3,alien,0.008031711913645267
13,4,earth,0.0071548097766935825
13,5,planet,0.006389490328729153
13,6,ape,0.0058989753015339375
13,7,year,0.005057734437286854
13,8,future,0.004322275519371033
13,9,time,0.0038681630976498127
13,10,space,0.003784009488299489
13,11,city,0.0037397046107798815
13,12,like,0.0036391718313097954
13,13,take,0.0035828780382871628
13,14,machine,0.0035163082648068666
13,15,get,0.0034193231258541346
13,16,people,0.0033905680757015944
13,17,find,0.0033301906660199165
13,18,body,0.0032871554140001535
13,19,new,0.002999673830345273
13,20,back,0.0028504212386906147
14,1,kubrick,0.03213077038526535
14,2,david,0.0138236777856946
14,3,alex,0.011065796948969364
14,4,robot,0.010210713371634483
14,5,stanley,0.009745943360030651
14,6,jack,0.00870787538588047
14,7,orange,0.007977524772286415
14,8,clockwork,0.006829042918980122
14,9,barry,0.00622533168643713
14,10,lolita,0.005963735282421112
14,11,shining,0.00577500369399786
14,12,2001,0.00540433032438159
14,13,human,0.0052588325925171375
14,14,seller,0.004572934936732054
14,15,barrie,0.0045480504631996155
14,16,make,0.004527974873781204
14,17,peter,0.004393159877508879
14,18,scene,0.004317665938287973
14,19,film,0.004216726403683424
14,20,like,0.004214901477098465
15,1,game,0.027228252962231636
15,2,vampire,0.026732610538601875
15,3,hunger,0.012512387707829475
15,4,twilight,0.010928207077085972
15,5,katniss,0.010478271171450615
15,6,lawrence,0.008919792249798775
15,7,blade,0.008366952650249004
15,8,runner,0.008168956264853477
15,9,edward,0.00735921785235405
15,10,bella,0.006690573878586292
15,11,district,0.006533300504088402
15,12,scott,0.0064573441632092
15,13,ford,0.006153998896479607
15,14,jennifer,0.005741978529840708
15,15,first,0.0056004598736763
15,16,like,0.004944528453052044
15,17,harrison,0.0046756877563893795
15,18,peeta,0.004445271100848913
15,19,also,0.004356704652309418
15,20,new,0.004192877095192671
16,1,character,0.008988587185740471
16,2,like,0.006382115185260773
16,3,noir,0.0055447788909077644
16,4,he,0.004773584194481373
16,5,performance,0.004733841400593519
16,6,paul,0.0041233450174331665
16,7,film,0.004017354920506477
16,8,newman,0.003975564148277044
16,9,even,0.0037879624869674444
16,10,director,0.003737510647624731
16,11,make,0.0035067335702478886
16,12,work,0.003425378818064928
16,13,play,0.003282116260379553
16,14,role,0.003015404799953103
16,15,much,0.003009462496265769
16,16,look,0.0029923380352556705
16,17,scene,0.00292841624468565
16,18,scorsese,0.002902426291257143
16,19,way,0.0028140505310148
16,20,there,0.0025359815917909145
17,1,war,0.023912347853183746
17,2,american,0.008263475261628628
17,3,would,0.005543263163417578
17,4,people,0.005204531364142895
17,5,battle,0.00509613985195756
17,6,soldier,0.005062777549028397
17,7,black,0.004793480504304171
17,8,time,0.004496430512517691
17,9,political,0.0044122012332081795
17,10,world,0.004274796228855848
17,11,history,0.004190391395241022
17,12,german,0.0040725404396653175
17,13,many,0.0039929552003741264
17,14,white,0.00394553504884243
17,15,even,0.0035807597450912
17,16,british,0.0034902668558061123
17,17,made,0.0033221133053302765
17,18,also,0.0032356742303818464
17,19,men,0.003206284949555993
17,20,civil,0.0031718804966658354
18,1,action,0.0213319044560194
18,2,bourne,0.014315224252641201
18,3,rambo,0.011602942831814289
18,4,scene,0.006693385541439056
18,5,first,0.006181654054671526
18,6,chase,0.0061591085977852345
18,7,blood,0.005854195915162563
18,8,damon,0.005594086833298206
18,9,get,0.0055416603572666645
18,10,guy,0.005360255483537912
18,11,matt,0.005117078311741352
18,12,jason,0.004733617417514324
18,13,like,0.0045002824626863
18,14,tom,0.004459383897483349
18,15,car,0.004368442110717297
18,16,good,0.004338989034295082
18,17,identity,0.004275266081094742
18,18,man,0.004196530673652887
18,19,kill,0.004127207212150097
18,20,killer,0.004099363461136818
19,1,like,0.01491668913513422
19,2,bad,0.011972347274422646
19,3,would,0.0106595978140831
19,4,even,0.009227413684129715
19,5,good,0.009177912957966328
19,6,see,0.009136466309428215
19,7,time,0.009072075597941875
19,8,movie,0.007569584064185619
19,9,could,0.007502056658267975
19,10,first,0.00744306854903698
19,11,dont,0.007294780574738979
19,12,didnt,0.006764011457562447
19,13,scene,0.006391225382685661
19,14,get,0.006068440154194832
19,15,better,0.005782095715403557
19,16,made,0.005657603498548269
19,17,much,0.005538269877433777
19,18,really,0.005343472585082054
19,19,watch,0.005320882424712181
19,20,minute,0.005310944747179747
20,1,get,0.00972724799066782
20,2,daughter,0.007493042852729559
20,3,girl,0.007229900453239679
20,4,father,0.006920382380485535
20,5,mother,0.006851948797702789
20,6,family,0.006314426194876432
20,7,wife,0.005829216912388802
20,8,town,0.005634852219372988
20,9,son,0.00558539479970932
20,10,back,0.005359253380447626
20,11,year,0.005232921801507473
20,12,find,0.0052151852287352085
20,13,friend,0.004954271949827671
20,14,young,0.004882881883531809
20,15,home,0.004604612477123737
20,16,two,0.004254706669598818
20,17,boy,0.004094691481441259
20,18,house,0.003948660101741552
20,19,woman,0.0038063465617597103
20,20,take,0.003764888970181346
21,1,forrest,0.017509667202830315
21,2,van,0.014101529493927956
21,3,narnia,0.012546797282993793
21,4,gump,0.011843773536384106
21,5,witch,0.010890529491007328
21,6,helsing,0.0090328985825181
21,7,hank,0.00896561797708273
21,8,tom,0.008723490871489048
21,9,gatsby,0.00804238673299551
21,10,jenny,0.006484373938292265
21,11,child,0.006235066801309586
21,12,lewis,0.0061209797859191895
21,13,story,0.005875911097973585
21,14,lucy,0.0057061403058469296
21,15,life,0.005681117996573448
21,16,great,0.005619955714792013
21,17,prince,0.0055521950125694275
21,18,lion,0.00520494906231761
21,19,like,0.0050057643093168736
21,20,wardrobe,0.004870768170803785
22,1,harry,0.042226873338222504
22,2,potter,0.02568351849913597
22,3,book,0.014659596607089043
22,4,series,0.010623558424413204
22,5,scene,0.008758590556681156
22,6,part,0.006924739107489586
22,7,first,0.006899714469909668
22,8,ron,0.005948674399405718
22,9,film,0.005705543328076601
22,10,dumbledore,0.005262031685560942
22,11,much,0.005139454267919064
22,12,two,0.00501085352152586
22,13,also,0.005009285174310207
22,14,hogwarts,0.004866677336394787
22,15,character,0.004865618888288736
22,16,voldemort,0.0047795120626688
22,17,movie,0.004709332250058651
22,18,time,0.004603700712323189
22,19,hermione,0.004549609962850809
22,20,fan,0.0044761826284229755
23,1,john,0.007737577892839909
23,2,western,0.007476231548935175
23,3,man,0.006169338710606098
23,4,robert,0.004062002059072256
23,5,two,0.0036476091481745243
23,6,role,0.0035778989549726248
23,7,men,0.00333200441673398
23,8,wayne,0.003209675895050168
23,9,bogart,0.0032061468809843063
23,10,indian,0.003196270205080509
23,11,also,0.0031052352860569954
23,12,ford,0.0030924782622605562
23,13,time,0.002905876375734806
23,14,get,0.0028626343701034784
23,15,cast,0.002759812632575631
23,16,play,0.00273131113499403
23,17,good,0.0027129051741212606
23,18,peck,0.0027021721471101046
23,19,character,0.0026182078290730715
23,20,well,0.002562181558459997
24,1,spielberg,0.02643895335495472
24,2,park,0.021553879603743553
24,3,dinosaur,0.016444923356175423
24,4,jurassic,0.01435697078704834
24,5,jaw,0.01278291642665863
24,6,first,0.010188226588070393
24,7,world,0.009931942448019981
24,8,effect,0.009340365417301655
24,9,steven,0.009228016249835491
24,10,island,0.009174274280667305
24,11,lost,0.00848033744841814
24,12,sequel,0.007493174634873867
24,13,shark,0.00707099586725235
24,14,williams,0.0067863804288208485
24,15,original,0.00580783374607563
24,16,scene,0.0048207747749984264
24,17,special,0.004675849806517363
24,18,character,0.00466232281178236
24,19,still,0.004419512581080198
24,20,time,0.004310301970690489
25,1,life,0.014323937706649303
25,2,love,0.006358826067298651
25,3,story,0.006356172729283571
25,4,world,0.0062643480487167835
25,5,man,0.005516934674233198
25,6,child,0.0047041927464306355
25,7,character,0.004572875797748566
25,8,human,0.003961876034736633
25,9,family,0.003934705629944801
25,10,time,0.0038706627674400806
25,11,way,0.0038636685349047184
25,12,young,0.0036225852090865374
25,13,people,0.003355251159518957
25,14,even,0.0032639720011502504
25,15,woman,0.003139208536595106
25,16,take,0.002893767086789012
25,17,make,0.0028233248740434647
25,18,see,0.0027159051969647408
25,19,yet,0.0027147408109158278
25,20,two,0.002699503442272544
26,1,disney,0.013530139811336994
26,2,version,0.007621284574270248
26,3,song,0.007314570248126984
26,4,animation,0.007035995367914438
26,5,story,0.007020791992545128
26,6,child,0.006353964097797871
26,7,peter,0.005628728307783604
26,8,kid,0.005497204139828682
26,9,like,0.005372586194425821
26,10,animated,0.005070521030575037
26,11,character,0.005017583258450031
26,12,classic,0.0048776413314044476
26,13,voice,0.004824143834412098
26,14,adventure,0.004636775236576796
26,15,film,0.004428477492183447
26,16,also,0.004337928723543882
26,17,fun,0.0038939646910876036
26,18,original,0.0038929663132876158
26,19,giant,0.003851654240861535
26,20,animal,0.00382987386547029
27,1,bond,0.06607288867235184
27,2,james,0.015759166330099106
27,3,connery,0.010647330433130264
27,4,craig,0.008147967979311943
27,5,sean,0.007474837824702263
27,6,action,0.00742674246430397
27,7,moore,0.007309412583708763
27,8,film,0.007006282918155193
27,9,daniel,0.00680959178134799
27,10,villain,0.006612169090658426
27,11,best,0.005769903771579266
27,12,first,0.005740541964769363
27,13,series,0.005733510944992304
27,14,scene,0.005450415890663862
27,15,spy,0.005045741330832243
27,16,casino,0.004596287850290537
27,17,007,0.0045729996636509895
27,18,agent,0.004480655305087566
27,19,royale,0.004440173972398043
27,20,good,0.004322637338191271
28,1,book,0.11259234696626663
28,2,read,0.039405450224876404
28,3,novel,0.01962168514728546
28,4,story,0.012043233960866928
28,5,would,0.01010509580373764
28,6,adaptation,0.007712739985436201
28,7,character,0.007150219287723303
28,8,much,0.007111648563295603
28,9,reading,0.006797872483730316
28,10,good,0.006772065535187721
28,11,version,0.006290798541158438
28,12,better,0.006224249955266714
28,13,well,0.006196138449013233
28,14,see,0.005637700203806162
28,15,made,0.005509781651198864
28,16,great,0.00549718365073204
28,17,based,0.005222330801188946
28,18,think,0.004917033016681671
28,19,like,0.004866119474172592
28,20,first,0.004863071721047163
29,1,monster,0.025690164417028427
29,2,frankenstein,0.022421060130000114
29,3,man,0.007860527373850346
29,4,horror,0.007055916357785463
29,5,dracula,0.005834935698658228
29,6,universal,0.005745788104832172
29,7,film,0.005621554329991341
29,8,time,0.004716729279607534
29,9,welles,0.004614854697138071
29,10,creature,0.004599018953740597
29,11,whale,0.004315970931202173
29,12,invisible,0.00400525750592351
29,13,moon,0.003985628951340914
29,14,wolf,0.003926827572286129
29,15,also,0.003762064268812537
29,16,classic,0.0037585445679724216
29,17,first,0.003306939732283354
29,18,doctor,0.0032218985725194216
29,19,karloff,0.0031468174420297146
29,20,victor,0.003110322868451476
